Year Phase,Typical Months,Role,Role Key,Workspace,Section,Feature,Feature Key,Data Scope,Tier,Built,Screen,When Used,Depends On,Feeds Into,Acts Before (role),Hands Off To (role),Approved By,Notifies,Handoff Chain,Also Held By,What The User Does
13 Compliance,Apr-Mar,Super Admin,super_admin,Dashboard,Dashboard,Multi-Branch Revenue Analytics,super_admin.dashboard.multi_branch_revenue_analytics,platform,core,yes,PlatformDashboard,Returns fall on statutory dates; board work concentrated Sep-Dec,"Enrolment, attendance and staff records","Government returns, board affiliation, grant-in-aid claims",Institution Admin,Government and the board,Institution Admin,None,Records kept all year -> return compiled -> filed on the statutory date,,"View aggregate fee collection, outstanding balances, and comparative revenue across branches."
13 Compliance,Apr-Mar,Super Admin,super_admin,Dashboard,Dashboard,System health,super_admin.dashboard.system_health,institution,core,yes,Jobs,Returns fall on statutory dates; board work concentrated Sep-Dec,"Enrolment, attendance and staff records","Government returns, board affiliation, grant-in-aid claims",Institution Admin,Government and the board,Institution Admin,None,Records kept all year -> return compiled -> filed on the statutory date,,"Background jobs, queue depth, failed integrations and recent errors."
13 Compliance,Apr-Mar,Super Admin,super_admin,Platform Setup,Statutory & Boards,APAAR ID Provisioning,super_admin.statutory_boards.apaar_id_provisioning,platform,advanced,yes,UDISE,Returns fall on statutory dates; board work concentrated Sep-Dec,"Enrolment, attendance and staff records","Government returns, board affiliation, grant-in-aid claims",Institution Admin,Government and the board,Institution Admin,None,Records kept all year -> return compiled -> filed on the statutory date,,Generate and reconcile APAAR (One Nation One Student) IDs against Aadhaar and the UDISE+ register.
13 Compliance,Apr-Mar,Super Admin,super_admin,Platform Setup,Statutory & Boards,Board Affiliation & Disclosure,super_admin.statutory_boards.board_affiliation_disclosure,platform,core,yes,BoardAffiliation,Returns fall on statutory dates; board work concentrated Sep-Dec,"Enrolment, attendance and staff records","Government returns, board affiliation, grant-in-aid claims",Institution Admin,Government and the board,Institution Admin,None,Records kept all year -> return compiled -> filed on the statutory date,,"Maintain CBSE/ICSE/State affiliation numbers, mandatory public disclosure documents and renewal dates."
13 Compliance,Apr-Mar,Super Admin,super_admin,Platform Setup,Statutory & Boards,Child Info Portal Sync,super_admin.statutory_boards.child_info_portal_sync,platform,core,yes,ChildInfoPortal,Returns fall on statutory dates; board work concentrated Sep-Dec,"Enrolment, attendance and staff records","Government returns, board affiliation, grant-in-aid claims",Institution Admin,Government and the board,Institution Admin,None,Records kept all year -> return compiled -> filed on the statutory date,,Map school and student records to the Telangana Child Info portal register and reconcile differences.
13 Compliance,Apr-Mar,Super Admin,super_admin,Platform Setup,Statutory & Boards,DigiLocker Issuer Integration,super_admin.statutory_boards.digilocker_issuer_integration,platform,advanced,no,,Returns fall on statutory dates; board work concentrated Sep-Dec,"Enrolment, attendance and staff records","Government returns, board affiliation, grant-in-aid claims",Institution Admin,Government and the board,Institution Admin,None,Records kept all year -> return compiled -> filed on the statutory date,,"Register as a DigiLocker issuer and push transfer certificates, report cards and mark sheets as verifiable documents."
13 Compliance,Apr-Mar,Super Admin,super_admin,Platform Setup,Statutory & Boards,District & Mandal Master,super_admin.statutory_boards.district_mandal_master,platform,core,yes,DistrictMandalMaster,Returns fall on statutory dates; board work concentrated Sep-Dec,"Enrolment, attendance and staff records","Government returns, board affiliation, grant-in-aid claims",Institution Admin,Government and the board,Institution Admin,None,Records kept all year -> return compiled -> filed on the statutory date,,"Maintain state, district, mandal and village/ward codes used by every government return."
13 Compliance,Apr-Mar,Super Admin,super_admin,Platform Setup,Statutory & Boards,SQAA Framework Management,super_admin.statutory_boards.sqaa_framework_management,platform,advanced,yes,SQAAFramework,Returns fall on statutory dates; board work concentrated Sep-Dec,"Enrolment, attendance and staff records","Government returns, board affiliation, grant-in-aid claims",Institution Admin,Government and the board,Institution Admin,None,Records kept all year -> return compiled -> filed on the statutory date,,Configure School Quality Assessment and Assurance standards and self-assessment checklists.
13 Compliance,Apr-Mar,Super Admin,super_admin,Platform Setup,Statutory & Boards,School Management Type,super_admin.statutory_boards.school_management_type,platform,core,yes,ManagementType,Returns fall on statutory dates; board work concentrated Sep-Dec,"Enrolment, attendance and staff records","Government returns, board affiliation, grant-in-aid claims",Institution Admin,Government and the board,Institution Admin,None,Records kept all year -> return compiled -> filed on the statutory date,,"Classify each campus as Government, Aided, Private Unaided, Model School, Gurukul or KGBV for state reporting."
13 Compliance,Apr-Mar,Super Admin,super_admin,Platform Setup,Statutory & Boards,State Board Configuration,super_admin.statutory_boards.state_board_configuration,platform,advanced,yes,StateBoardConfig,Returns fall on statutory dates; board work concentrated Sep-Dec,"Enrolment, attendance and staff records","Government returns, board affiliation, grant-in-aid claims",Institution Admin,Government and the board,Institution Admin,None,Records kept all year -> return compiled -> filed on the statutory date,,"Select the state education board (BSE Telangana SSC, TSBIE Intermediate, CBSE, ICSE) and its grading and assessment rules."
13 Compliance,Apr-Mar,Super Admin,super_admin,Platform Setup,Statutory & Boards,UDISE+ Data Sync,super_admin.statutory_boards.udise_data_sync,platform,advanced,yes,UDISE,Returns fall on statutory dates; board work concentrated Sep-Dec,"Enrolment, attendance and staff records","Government returns, board affiliation, grant-in-aid claims",Institution Admin,Government and the board,Institution Admin,None,Records kept all year -> return compiled -> filed on the statutory date,,"Map school, student, teacher and facility fields to the UDISE+ return format and validate data integrity before submission."
14 Oversight,Apr-Mar,Accounts & Finance,finance,Accounting,Export,Tally Prime XML Export,finance.export.tally_prime_xml_export,institution,advanced,yes,TallyExport,Read continuously; reviewed monthly and at term end,Every module above. A dashboard is downstream of everything,"Decisions, not data",Every role above (they produce the data),Institution Admin,,None,Work happens -> it is counted -> the principal reads it and decides,,"Export daybook vouchers, fee sales, and cash receipts in Tally-compatible XML format."
14 Oversight,Apr-Mar,Accounts & Finance,finance,Home,Home,Finance KPIs,finance.home.finance_kpis,institution,core,yes,Dashboard,Read continuously; reviewed monthly and at term end,Every module above. A dashboard is downstream of everything,"Decisions, not data",Every role above (they produce the data),Institution Admin,,None,Work happens -> it is counted -> the principal reads it and decides,,"Today's collection, month collection, outstanding, overdue, refunds pending and failed/unreconciled online payments."
14 Oversight,Apr-Mar,Accounts & Finance,finance,Home,Home,Needs attention,finance.home.needs_attention,institution,core,yes,Dashboard,Read continuously; reviewed monthly and at term end,Every module above. A dashboard is downstream of everything,"Decisions, not data",Every role above (they produce the data),Institution Admin,,None,Work happens -> it is counted -> the principal reads it and decides,Institution Admin / Principal; Parent / Guardian,"Defaulters, failed payments, unreconciled gateway transactions, refunds and fee setup issues."
14 Oversight,Apr-Mar,Accounts & Finance,finance,Reports,Reports,Daybook & Cashbook Reports,finance.reports.daybook_cashbook_reports,institution,core,yes,CashBooks,Read continuously; reviewed monthly and at term end,Every module above. A dashboard is downstream of everything,"Decisions, not data",Every role above (they produce the data),Institution Admin,,None,Work happens -> it is counted -> the principal reads it and decides,,"Generate daily cashbook transactions, summary collections, and closing cash register."
14 Oversight,Apr-Mar,Accounts & Finance,finance,Reports,Reports,Finance reports,finance.reports.finance_reports,institution,core,yes,Exports,Read continuously; reviewed monthly and at term end,Every module above. A dashboard is downstream of everything,"Decisions, not data",Every role above (they produce the data),Institution Admin,,None,Work happens -> it is counted -> the principal reads it and decides,,"Daily collection, outstanding, aging/defaulters, student ledger, payment mode, discount and refund reports."
